name,type,value,date
Tales of Phantasia,Namco Bandai Games,0.4,1995
Alpha Protocol,Sega,0.4,2010
Suzuki TT Superbikes,Jester Interactive,0.4,2005
Rumble Roses,Konami Digital Entertainment,0.39,2004
Just Dance 2014,Ubisoft,0.39,2013
Fantastic Four: Rise of the Silver Surfer,Take-Two Interactive,0.39,2007
Ultimate Spider-Man,Activision,0.39,2005
GRID 2,Codemasters,0.39,2013
LEGO The Lord of the Rings,Warner Bros. Interactive Entertainment,0.39,2012
Juiced 2: Hot Import Nights,THQ,0.39,2007
Skylanders: SuperChargers,Activision,0.39,2015
NHL 99,Electronic Arts,0.39,1998
NBA 2K10,Take-Two Interactive,0.39,2009
Dungeon Siege III,Square Enix,0.39,2011
Viking: Battle for Asgard,Sega,0.39,2008
Brunswick Pro Bowling,505 Games,0.39,2007
Monster Jam: Urban Assault,Activision,0.39,2008
Danball Senki,Level 5,0.39,2011
NASCAR Heat,Hasbro Interactive,0.39,2000
Bloody Roar,Virgin Interactive,0.39,1997
Bump 'n' Jump,Mattel Interactive,0.39,1982
Mobile Suit Gundam: Lost War Chronicles,Namco Bandai Games,0.39,2002
Disney's Brother Bear,THQ,0.39,2003
Naruto: Clash of Ninja Revolution 2,Tomy Corporation,0.39,2008
NBA Live 09,Electronic Arts,0.39,2008
LEGO Star Wars III: The Clone Wars,LucasArts,0.39,2011
The House of The Dead III,Sega,0.39,2002
Rune Factory: Frontier,Rising Star Games,0.39,2008
Fire Emblem: Fuuin no Tsurugi,Nintendo,0.39,2002
SpongeBob's Truth or Square (US sales),THQ,0.39,2009
FIFA 12,Electronic Arts,0.39,2011
Ener-G: Gym Rockets,Ubisoft,0.39,2008
The Darkness II,Take-Two Interactive,0.39,2012
NBA Live 09,Electronic Arts,0.39,2008
Laser Blast,Activision,0.39,1981
Dancing with the Stars: We Dance!,Activision,0.39,2008
LocoRoco,Sony Computer Entertainment,0.39,2006
Thrasher Presents: Skate and Destroy,Take-Two Interactive,0.39,1998
Are You Smarter than a 5th Grader? Make the Grade,THQ,0.39,2008
Donkey Konga 2,Nintendo,0.39,2004
Just Dance 2014,Ubisoft,0.39,2013
Metal Gear Solid: The Legacy Collection,Konami Digital Entertainment,0.39,2013
Tear Ring Saga Yutona Eiyuu Senki,Enterbrain,0.39,2001
Project X Zone,Namco Bandai Games,0.39,2012
Red Faction: Armageddon,THQ,0.39,2011
Wipeout 2048,Sony Computer Entertainment,0.39,2012
Need for Speed: Nitro,Electronic Arts,0.39,2009
Mystery Case Files: The Malgrave Incident,Nintendo,0.39,2011
Yoshi Touch & Go,Nintendo,0.39,2005
EA Sports Active 2,Electronic Arts,0.39,2010
Combat of Giants: Dinosaurs 3D,Ubisoft,0.39,2011
Taiko no Tatsujin Wii: Ketteiban,Namco Bandai Games,0.39,2011
Age of Empires III,Microsoft Game Studios,0.39,2005
SSX 3,Electronic Arts,0.39,2003
MLB 15: The Show,Sony Computer Entertainment,0.39,2015
Madden NFL 2005,Electronic Arts,0.39,2004
All-Star Baseball 2000,Acclaim Entertainment,0.39,1999
Custom Robo V2,Nintendo,0.39,2000
Extreme-G: XG2,Acclaim Entertainment,0.39,1998
BattleTanx: Global Assault,3DO,0.39,1999
Robert Ludlum's The Bourne Conspiracy,Vivendi Games,0.39,N/A
Chibi-Robo! Plug into Adventure!,Nintendo,0.39,2005
Dawn of Discovery,Ubisoft,0.39,2009
Jampack Winter 2003 (RP-T),Sony Computer Entertainment,0.39,2003
Dancing with the Stars: We Dance!,Activision,0.39,2008
Kengo: Master of Bushido,Ubisoft,0.39,2000
Blood Omen 2,Eidos Interactive,0.39,2002
Sesame Street: Elmo's A-to-Zoo Adventure,Warner Bros. Interactive Entertainment,0.39,2010
Skylanders Giants,Activision,0.39,2012
Just Dance 4,Ubisoft,0.39,2012
Super Fire ProWrestling,Human Entertainment,0.39,1991
Cabela's Dangerous Hunts 2,Activision,0.39,2005
Marvel: Ultimate Alliance,Activision,0.39,2006
SpongeBob vs The Big One: Beach Party Cook Off,THQ,0.39,2009
MotoGP 08,Capcom,0.39,2008
Imagine: Party Babyz,Ubisoft,0.39,2008
Chessmaster,Ubisoft,0.39,2003
Tiger Woods PGA Tour 14,Electronic Arts,0.39,2013
Fatal Fury,Takara,0.39,1992
Farming Simulator 2013,Focus Home Interactive,0.39,2013
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,Banpresto,0.39,2001
The Dog Island,Ubisoft,0.39,2007
Madden NFL Football,Electronic Arts,0.39,2011
The Sims 2,Electronic Arts,0.39,2005
Ice Age 2: The Meltdown,Vivendi Games,0.39,2006
MLB 14: The Show,Sony Computer Entertainment America,0.39,2014
Super Famista 3,Namco Bandai Games,0.39,1994
Auto Modellista,Capcom,0.39,2002
Tom Clancy's Ghost Recon 2: Summit Strike,Ubisoft,0.39,2005
Junior Classic Games,Avanquest,0.39,2009
Hooked! Again: Real Motion Fishing,505 Games,0.39,2009
Tiger Woods PGA Tour 08,Electronic Arts,0.39,2007
Karaoke Revolution Presents American Idol Encore,Konami Digital Entertainment,0.39,2008
Airlock,Data Age,0.39,1981
Tokimeki Memorial 2,Konami Digital Entertainment,0.39,1999
Samurai Warriors Chronicles,Tecmo Koei,0.39,2011
Tomb Raider: Legend,Eidos Interactive,0.39,2006
Ice Age: Dawn of the Dinosaurs,Activision,0.39,2009
Dance Party: Pop Hits,Nordic Games,0.39,2009
Harry Potter: Quidditch World Cup,Electronic Arts,0.39,2003
Jam Sessions: Sing and Play Guitar (US sales),Ubisoft,0.38,2007
Saints Row IV,Deep Silver,0.38,2015
Evil Dead: Fistfull of Boomstick,THQ,0.38,2003
One Piece: Unlimited World Red,Namco Bandai Games,0.38,2013
Phantasy Star Ø,Sega,0.38,2008
Triple Play 97,Electronic Arts Victor,0.38,1996
Virtua Tennis 2009,Sega,0.38,2009
Super Soccer,Nintendo,0.38,1991
Shin Megami Tensei: Nocturne,Ghostlight,0.38,2003
Wario Land II (GBC),Nintendo,0.38,1998
San Francisco Rush: Extreme Racing,GT Interactive,0.38,1997
Dragon's Crown,Nippon Ichi Software,0.38,2013
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,Human Entertainment,0.38,1998
Imagine: Salon Stylist,Ubisoft,0.38,2009
ESPN College Hoops 2K5,Sega,0.38,2004
Looney Tunes: Acme Arsenal,Warner Bros. Interactive Entertainment,0.38,2007
Cabela's Dangerous Hunts 2009,Activision Value,0.38,2008
Fragile Dreams: Farewell Ruins of the Moon,Rising Star Games,0.38,2009
SD Gundam G Generation Spirits,Namco Bandai Games,0.38,2007
Batman: Arkham City,Warner Bros. Interactive Entertainment,0.38,2012
Disney Sing It,Disney Interactive Studios,0.38,2008
Peppa Pig: The Game,Pinnacle,0.38,2009
God Eater 2: Rage Burst,Namco Bandai Games,0.38,2015
Get Fit with Mel B,Black Bean Games,0.38,2010
The Cat in the Hat,Jack of All Games,0.38,2005
Naruto Shippuden: Ultimate Ninja Heroes 3,Namco Bandai Games,0.38,2009
NFL GameDay 2002,Sony Computer Entertainment,0.38,2001
Turok: Evolution,Acclaim Entertainment,0.38,2002
Destiny: The Taken King,Activision,0.38,2015
Tamagotchi Connection: Corner Shop 3,Atari,0.38,2007
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,Namco Bandai Games,0.38,2002
Ice Age,Ubisoft,0.38,2002
Sega Superstars Tennis,Sega,0.38,2008
Headhunter,Sega,0.38,2002
Skate,Electronic Arts,0.38,2007
Shin Megami Tensei: Devil Summoner,Atlus,0.38,1995
Raving Rabbids: Travel in Time 3D,Ubisoft,0.38,2011
NCAA Football 08,Electronic Arts,0.38,2007
Marvel Nemesis: Rise of the Imperfects,Electronic Arts,0.38,2005
NHL 15,Electronic Arts,0.38,2014
ESPN Extreme Games,Sony Computer Entertainment,0.38,1994
Forza Horizon 3,Microsoft Game Studios,0.38,2016
Overlord: Dark Legend,Codemasters,0.38,2009
Ninja: Shadow of Darkness,Eidos Interactive,0.38,1998
SD Gundam G Generation-F,Namco Bandai Games,0.38,2000
Bratz: Rock Angelz,THQ,0.38,2005
FlatOut,Empire Interactive,0.38,2004
Phoenix Wright: Ace Attorney - Dual Destinies,Capcom,0.38,2013
SSX 3,Electronic Arts,0.38,2003
NCAA Football 11,Electronic Arts,0.38,2010
Tales of Zestiria,Namco Bandai Games,0.38,2015
Lilo & Stitch 2: Hämsterviel Havoc,Disney Interactive Studios,0.38,2004
Metal Gear Solid: Snake Eater 3D,Konami Digital Entertainment,0.38,2012
Risk: Global Domination,Atari,0.38,2003
Elite Beat Agents,Nintendo,0.38,2006
NBA 2K7,Take-Two Interactive,0.38,2006
Mobile Suit Gundam version 2.0,Namco Bandai Games,0.38,1996
Grandia Xtreme,Enix Corporation,0.38,2002
Silent Scope,Konami Digital Entertainment,0.38,2000
Final Fantasy Adventure,SquareSoft,0.38,1991
Virtua Tennis 2009,Sega,0.38,2009
Dora The Explorer: Dora Saves the Snow Princess,Take-Two Interactive,0.38,2008
The Incredible Hulk,Sega,0.38,2008
Mercenaries 2: World in Flames,Electronic Arts,0.38,2008
Cabela's Big Game Hunter 2012,Activision,0.38,2011
EA Sports MMA,Electronic Arts,0.38,2010
Iron Man 2,Sega,0.38,2010
DiRT 2,Codemasters,0.38,2009
Tokimeki Memorial: Forever with You,Konami Digital Entertainment,0.38,1996
MediEvil II,Sony Computer Entertainment,0.38,1999
Guitar Hero On Tour: Modern Hits,Activision,0.38,2009
Hunter: The Reckoning,Interplay,0.38,2002
MX vs. ATV Untamed,THQ,0.38,2007
Rogue Trip: Vacation 2012,GT Interactive,0.38,1998
Dai-4-Ji Super Robot Taisen,Banpresto,0.38,1995
Tiger Woods PGA Tour 08,Electronic Arts,0.38,2007
Pokemon Channel,Nintendo,0.38,2003
Taiko no Tatsujin Portable DX,Namco Bandai Games,0.38,2011
Etrian Odyssey IV: Legends of the Titans,Atlus,0.38,2012
Moto Racer World Tour,Sony Computer Entertainment,0.38,2000
NCAA Final Four 2000,989 Sports,0.38,1999
Scribblenauts: Unlimited,Warner Bros. Interactive Entertainment,0.38,2012
FIFA 17,Electronic Arts,0.38,2016
Saints Row: The Third,THQ,0.38,2011
Just Dance 2015,Ubisoft,0.38,2014
Madagascar: Escape 2 Africa,Activision,0.38,2008
ZhuZhu Pets: Featuring The Wild Bunch,Activision,0.38,2010
Hangman,Atari,0.38,N/A
Petz Rescue: Wildlife Vet,Ubisoft,0.38,2008
Green Day: Rock Band,MTV Games,0.38,2010
Gravitar,Atari,0.38,1982
Monster Jam: Path of Destruction,Activision,0.38,2010
Toukiden: The Age of Demons,Tecmo Koei,0.38,2013
EyeToy Play 2,Sony Computer Entertainment,0.38,2004
Dance Dance Revolution Ultramix 3,Konami Digital Entertainment,0.38,2005
Mobile Suit Gundam: Extreme VS Full Boost,Namco Bandai Games,0.38,2014
WWE SmackDown vs. Raw 2011,THQ,0.38,2010
Need for Speed: Hot Pursuit,Electronic Arts,0.38,2010
The Legend of Spyro: A New Beginning,Vivendi Games,0.38,2006
Pro Evolution Soccer 2011 3D,Konami Digital Entertainment,0.38,2011
Shin Megami Tensei: Devil Survivor Overclocked,Ghostlight,0.38,2011
Dragon Ball Z: Attack of the Saiyans,Namco Bandai Games,0.38,2009
Marvel Super Hero Squad,THQ,0.38,2009
The House of the Dead: Overkill - Extended Cut,Sega,0.38,2011
The Golden Compass,Sega,0.38,N/A
Harry Potter and the Prisoner of Azkaban,Electronic Arts,0.38,2004
Quake 4,Activision,0.38,2005
Petz Rescue: Ocean Patrol,Ubisoft,0.37,2008
Solaris,Atari,0.37,1986
Puppy Palace,Ubisoft,0.37,2008
Super Dragon Ball Z,Atari,0.37,2006
Paws & Claws: Pampered Pets,THQ,0.37,2009
ESPN: Sports Connection,Ubisoft,0.37,2012
Alien: Isolation,Sega,0.37,2014
Naruto Shippuden: Ninja Destiny 2,Takara Tomy,0.37,2008
SAW,Konami Digital Entertainment,0.37,2009
The Legend of Spyro: The Eternal Night,Vivendi Games,0.37,2007
Tobal 2,SquareSoft,0.37,1997
Digging for Dinosaurs,Scholastic Inc.,0.37,2010
Trivial Pursuit,Electronic Arts,0.37,2009
Tiger Woods PGA Tour 09,Electronic Arts,0.37,2008
Ultimate Spider-Man,Activision,0.37,2005
Life is Strange,Square Enix,0.37,2016
Kingdom Under Fire: Circle of Doom,Microsoft Game Studios,0.37,2007
NBA Inside Drive 2002,Microsoft Game Studios,0.37,2002
The BIGS,Take-Two Interactive,0.37,2007
Major League Baseball 2K6,Spike,0.37,2006
Kileak: The DNA Imperative,Sony Computer Entertainment,0.37,1994
Petz: Catz 2,Ubisoft,0.37,2006
Mini Ninjas,Eidos Interactive,0.37,2009
Tom Clancy's The Division,Ubisoft,0.37,2016
Phantasy Star Portable 2: Infinity,Sega,0.37,2011
Hell's Kitchen: The Game,Ubisoft,0.37,2008
LEGO Dimensions,Warner Bros. Interactive Entertainment,0.37,2015
"Monsters, Inc. Scream Arena",THQ,0.37,2002
Reel Fishing III,Natsume,0.37,2003
Cabela's Deer Hunt 2005 Season,Activision,0.37,2004
Prince of Persia: The Forgotten Sands,Ubisoft,0.37,2010
Rampage: Total Destruction,Midway Games,0.37,2006
High Heat Major League Baseball 2003,3DO,0.37,2002
Madden NFL 11,Electronic Arts,0.37,2010
Super Formation Soccer 94,Human Entertainment,0.37,1994
Panzer Dragoon,Sega,0.37,1995
Tiger Woods PGA Tour 12: The Masters,Electronic Arts,0.37,2011
Rage,Bethesda Softworks,0.37,2011
Spider-Man: Friend or Foe,Activision,0.37,2007
Yarudora Series Vol.1: Double Cast,Sony Computer Entertainment,0.37,1998
Dungeon Siege III,Square Enix,0.37,2011
Juiced 2: Hot Import Nights,THQ,0.37,2007
Rec Room Games,Destineer,0.37,2009
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,ChunSoft,0.37,2000
Turok: Rage Wars,Acclaim Entertainment,0.37,1999
Scooby-Doo! Classic Creep Capers,THQ,0.37,2000
Dragonfire,Imagic,0.37,1981
Custom Robo,Nintendo,0.37,2004
FIFA Soccer 13,Electronic Arts,0.37,2012
Command & Conquer: Red Alert 3 Ultimate Edition,Electronic Arts,0.37,2009
Harry Potter and the Order of the Phoenix,Electronic Arts,0.37,2007
Medieval II: Total War Gold Edition,Sega,0.37,2008
Pac-Man World 2,Nintendo,0.37,2002
Kotoba no Puzzle: Mojipittan DS,Namco Bandai Games,0.37,2007
Barbie Horse Adventures: Blue Ribbon Race,Knowledge Adventure,0.37,2003
Bionic Commando,Capcom,0.37,2009
Wanted: Weapons of Fate,Warner Bros. Interactive Entertainment,0.37,2009
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,Square Enix,0.37,2003
Dishonored,Bethesda Softworks,0.37,2015
Marvel: Ultimate Alliance,Activision,0.37,2006
NFL Street 2 Unleashed,Electronic Arts,0.37,2005
Super Robot Taisen EX,Banpresto,0.37,1994
FIFA Street 2,Electronic Arts,0.37,2006
Bottom of the 9th,Konami Digital Entertainment,0.37,1999
Theatrhythm Final Fantasy: Curtain Call,Square Enix,0.37,2014
Trauma Center: Under the Knife,Nintendo,0.37,2005
Shin Megami Tensei II,Atlus,0.37,1994
Xenosaga Episode III: Also sprach Zarathustra,Namco Bandai Games,0.37,2006
Build-A-Bear Workshop: A Friend Fur All Seasons,Game Factory,0.37,2008
Sid Meier's Civilization: Beyond Earth,Take-Two Interactive,0.37,2014
Need for Speed: The Run,Electronic Arts,0.37,2011
Virtua Fighter 3tb,Sega,0.37,1998
Transformers: Dark of the Moon,Activision,0.37,2011
Mini-Yonku GB: Let's & Go!!,ASCII Entertainment,0.37,1997
Skylanders SWAP Force,Activision,0.37,2013
LEGO Batman 2: DC Super Heroes,Warner Bros. Interactive Entertainment,0.37,2012
Rock Band 4,Harmonix Music Systems,0.37,2015
Left 4 Dead 2,Valve Software,0.37,2009
The Sims 2: Castaway,Electronic Arts,0.37,2007
NCAA Football 07,Electronic Arts,0.37,2006
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,0.36,2008
NBA Live 2003,Electronic Arts,0.36,N/A
Dreamworks Madagascar Kartz,Activision,0.36,2009
My Horse & Me,Atari,0.36,2007
GoldenEye: Rogue Agent,Electronic Arts,0.36,2004
Zero4 Champ RR,Media Rings,0.36,1994
Dragon Ball Z: Infinite World,Namco Bandai Games,0.36,2008
Nonomura Byoin no Hitobito,Elf,0.36,1996
Tom Clancy's HAWX 2,Ubisoft,0.36,2010
ESPN X Games Skateboarding,Konami Digital Entertainment,0.36,2001
Bejeweled 3,Unknown,0.36,N/A
Resident Evil Zero,Capcom,0.36,2016
Super Fire ProWrestling Special,Human Entertainment,0.36,1994
Yuu Yuu Hakusho,Namco Bandai Games,0.36,1993
Kamaitachi no Yoru 2,ChunSoft,0.36,2002
High Heat Major League Baseball 2004,3DO,0.36,2003
Robots,Vivendi Games,0.36,2005
NARC,Midway Games,0.36,2005
One Piece: Gigant Battle!,Namco Bandai Games,0.36,2010
Valkyrie Profile: Lenneth,Square Enix,0.36,2006
Tiger Woods PGA Tour 09,Electronic Arts,0.36,2008
Metro: Last Light,Deep Silver,0.36,2013
Tiger Woods PGA Tour 14,Electronic Arts,0.36,2013
LocoRoco 2,Sony Computer Entertainment,0.36,2008
Monster Rancher 3,Tecmo Koei,0.36,2001
The Incredibles: Rise of the Underminer,THQ,0.36,2005
Spider-Man: Shattered Dimensions,Activision,0.36,2010
BlazBlue: Calamity Trigger,PQube,0.36,2009
MechWarrior 2: 31st Century Combat,Activision,0.36,1997
Earth Defense Force 2025,D3Publisher,0.36,2013
Hamtaro: Ham-Ham Heartbreak,Nintendo,0.36,2002
Okage: Shadow King,Sony Computer Entertainment,0.36,2001
Press Your Luck 2010 Edition,Ubisoft,0.36,2009
Mobile Suit Z-Gundam,Namco Bandai Games,0.36,1997
Cubix Robots for Everyone: Clash 'n' Bash,Unknown,0.36,N/A
Tropico 4,Kalypso Media,0.36,N/A
Speed Racer: The Videogame,Warner Bros. Interactive Entertainment,0.36,2008
NHL 2K10,Take-Two Interactive,0.36,2009
Assassin's Creed III,Ubisoft,0.36,2012
Kirby's Dream Land 3,Nintendo,0.36,1997
Big Bass World Championship,Starfish,0.36,1997
NFL GameDay 2001,Sony Computer Entertainment,0.36,2000
NBA 2K6,Take-Two Interactive,0.36,2005
Jurassic Park,Ocean,0.36,1993
Mystical Ninja starring Goemon,Konami Digital Entertainment,0.36,1997
Tetrisphere,Nintendo,0.36,1997
Saban's Power Rangers: Lightspeed Rescue,THQ,0.36,2000
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,Marvelous Entertainment,0.36,2013
North American Hunting Extravaganza,Zushi Games,0.36,2008
World's Scariest Police Chases,Activision,0.36,2001
Guitar Hero: Smash Hits,Activision,0.36,2009
Shaun Palmer's Pro Snowboarder,Activision,0.36,2001
AMF Bowling World Lanes,Bethesda Softworks,0.36,2008
MechAssault 2: Lone Wolf,Microsoft Game Studios,0.36,2004
Middle-Earth: Shadow of Mordor,Warner Bros. Interactive Entertainment,0.36,2014
Hamster Club 3,Jorudan,0.36,2002
Breath of Fire II,Laguna,0.36,1994
Call of Duty: Ghosts,Activision,0.36,2013
LEGO Racers,LEGO Media,0.36,1999
NBA 2K12,Take-Two Interactive,0.36,2011
Teenage Mutant Ninja Turtles: Smash-Up,Ubisoft,0.36,2009
Kinectimals: Now with Bears!,Microsoft Game Studios,0.36,2011
ESPN NFL Football,Sega,0.36,2003
ATV/Monster Truck Mayhem,"Destination Software, Inc",0.36,2007
Naruto: Ultimate Ninja 3 (JP sales),Atari,0.36,2005
Just Dance 2016,Ubisoft,0.36,2015
Worms: Open Warfare 2,THQ,0.36,2007
Rapala Pro Fishing,Zoo Digital Publishing,0.36,2004
J-League Pro Soccer Club o Tsukurou '04,Sega,0.36,2004
Dark Void,Capcom,0.36,2010
James Bond 007: Legends,Activision,0.36,2012
Dai-2-Ji Super Robot Taisen Z Saisei-hen,Namco Bandai Games,0.36,2012
WWE '12,THQ,0.36,2011
Disney's The Haunted Mansion,Take-Two Interactive,0.36,2003
Arc the Lad: Twilight of the Spirits,Sony Computer Entertainment,0.36,2003
Dance Dance Revolution 3rdMix,Konami Digital Entertainment,0.36,2000
Ryu Ga Gotoku Kenzan!,Sega,0.36,2008
U-Sing,Mindscape,0.36,2009
Super Robot Taisen A,Banpresto,0.36,2001
Tomb Raider (2013),Square Enix,0.36,N/A
Chicken Shoot,Zoo Digital Publishing,0.36,2007
Company of Heroes 2,THQ,0.36,2013
Defiance,Trion Worlds,0.36,2013
We Sing Deutsche Hits,Nordic Games,0.36,2011
Boxer's Road,New,0.36,1995
Frogs And Flies,Mattel Interactive,0.36,1981
DanceDanceRevolution,Konami Digital Entertainment,0.36,2010
Harry Potter and the Chamber of Secrets,Electronic Arts,0.36,2002
EA Sports MMA,Electronic Arts,0.36,2010
Toriko: Gourmet Survival!,Namco Bandai Games,0.36,2011
South Park Rally,Acclaim Entertainment,0.36,1998
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,Konami Digital Entertainment,0.36,1994
Monopoly,Electronic Arts,0.36,2008
Mega Man Zero Collection,Capcom,0.36,2010
Arctic Thunder,Midway Games,0.36,2001
G-Force,Electronic Arts,0.36,2009
NHL 2K10,Take-Two Interactive,0.36,2009
Football Manager Handheld 2010,Sega,0.36,2009
J-League Pro Soccer Club o Tsukurou!,Sega,0.36,1999
Wonder Pets! Save the Animals!,Take-Two Interactive,0.36,2008
Formula 1 Championship Edition,Psygnosis,0.36,1997
Shrek,TDK Mediactive,0.36,2001
CSI: Deadly Intent - The Hidden Cases,Ubisoft,0.35,2009
SOCOM: Tactical Strike,Sony Computer Entertainment,0.35,2007
Blasto,Sony Computer Entertainment,0.35,1998
Trauma Center: Second Opinion,Nintendo,0.35,2006
Backyard Baseball 2006,Atari,0.35,2005
Dark Souls III,Namco Bandai Games,0.35,2016
Cabela's Outdoor Adventures (2006),Zoo Digital Publishing,0.35,2005
Nicktoons: Unite!,THQ,0.35,2005
Suikoden V,Konami Digital Entertainment,0.35,2006
Picross 2,Nintendo,0.35,1996
Remember Me,Capcom,0.35,2013
Battalion Wars 2,Nintendo,0.35,2007
Outlaw Golf 2,Global Star,0.35,2004
SpongeBob's Boating Bash,THQ,0.35,2010
Sentouchu: Densetsu no Shinobi to Survival Battle!,Namco Bandai Games,0.35,2013
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sega,0.35,2010
Momotarou Dentetsu 12,Hudson Soft,0.35,2003
Mini Ninjas,Eidos Interactive,0.35,2009
Tekken Tag Tournament 2,Namco Bandai Games,0.35,2012
Batman: Rise of Sin Tzu,Ubisoft,0.35,2003
Disney's Tarzan: Return to the Jungle,Activision,0.35,2002
Cabela's Dangerous Hunts,Zoo Digital Publishing,0.35,2003
Terminator Salvation,Warner Bros. Interactive Entertainment,0.35,2009
Jikkyou Powerful Pro Yakyuu 13,Konami Digital Entertainment,0.35,2006
Fossil Fighters: Frontier,Nintendo,0.35,2014
Star Fox: Zero,Nintendo,0.35,2016
Mega Man X3,Laguna,0.35,1995
Mini Ninjas,Eidos Interactive,0.35,2009
Stunt Race FX,Nintendo,0.35,1993
Bloody Roar 3,Virgin Interactive,0.35,2001
WWE Crush Hour,THQ,0.35,2003
Persona 2: Eternal Punishment,Atlus,0.35,2000
Star Wars: Flight of the Falcon,THQ,0.35,2003
One Piece: Gigant Battle 2 Shin Sekai,Namco Bandai Games,0.35,2011
Pac-Man All-Stars,Namco Bandai Games,0.35,2011
Def Jam Rapstar,Konami Digital Entertainment,0.35,2010
SimCity Creator,Electronic Arts,0.35,2008
Hannah Montana: The Movie,Disney Interactive Studios,0.35,2009
Angry Birds Star Wars,Activision,0.35,2013
